BrandCode,BrandName,CatalogueCode,CatalogueName,CategoryCode,CategoryName,MainImage,ModelNumber,Offer,ProductName,RatingValue,RegularPrice,SKU,StockAvailability,URL,VendorCode,page,reviews
,,,female,,female-shoes,https://edge.curalate.com/v1/img/PDleyMb4W625jvH1o_ldsr8Xq6vUjUmhyoxozWM8_uY=,,0,Skechers Women's Vexx: Uno - Process Sketch Sneaker | Size 8.0 | Black/White | Synthetic,0,95.0,77f0bd27-94ee-4345-8190-44bfee6ce724,true,https://www.skechers.com/vexx-uno---process-sketch/177972_BKW.html,17,1,
,,,male,,male-shoes,https://edge.curalate.com/v1/img/hBnUFxW5UW9oAmMDrCFO-yCTs41XZqJGIu1npkOXkCc=,,0,Skechers Men's Premium Leather Slip-ins Snoop One - Double G Sneaker | Size 9.5 | White/Black | Leather/Synthetic/Textile,0,100.0,2229651d-264f-4d4b-b43e-0233f9a5962d,true,https://www.skechers.com/premium-leather-slip-ins-snoop-one---double-g/251017_WBK.html,17,1,
,,,male,,male-shoes,https://edge.curalate.com/v1/img/hBnUFxW5UW9oAmMDrCFO-yCTs41XZqJGIu1npkOXkCc=,,0,Skechers Men's Premium Leather Slip-ins Snoop One - Double G Sneaker | Size 9.5 | White/Black | Leather/Synthetic/Textile,0,100.0,2a8d970b-adf6-4227-9e48-834dac6a01c3,true,https://www.skechers.com/premium-leather-slip-ins-snoop-one---double-g/251017_WBK.html,17,1,
,,,male,,male-shoes,https://edge.curalate.com/v1/img/RaufejYg5he2GcMHCtyP04ZcJmNPTg8SMKLL85iVJC0=,,0,Skechers Men's Skech-Air Ventura Sneaker | Size 12.0 | White/Black | Textile/Synthetic | Vegan,0,85.0,ca8f3e1a-bf82-4ae7-a2f2-6ee9e426f006,true,https://www.skechers.com/skech-air-ventura/232655_WBK.html,17,1,
,,,male,,male-shoes,https://edge.curalate.com/v1/img/C3Rk8Fhf5Kf5VhbZrGzAUpMnlzaZv6Y_DGhQSD9WEzE=,,0,Skechers Men's New Wave Cup - Hancer Sneaker | Size 13.0 | White/Red | Leather/Textile/Synthetic,0,85.0,03e12d47-ef8d-4378-a10d-8866239ef02f,true,https://www.skechers.com/new-wave-cup---hancer/210855_WRD.html,17,1,
,,,female,,female-shoes,https://edge.curalate.com/v1/img/9cUOUZJ8U73tlv0FgCQ-tBFR6yv1CBai_L1v4lZUfRI=,,0,Skechers Women's Rolling Stones: BOBS D'Vine - Great Debut Sneaker | Size 5.0 | White/Red | Synthetic/Metal,0,60.0,5053cedc-76b3-4c2e-8690-85b1f105f08e,true,https://www.skechers.com/rolling-stones-bobs-dvine---great-debut/114449_WRD.html,17,1,
,,,female,,female-shoes,https://edge.curalate.com/v1/img/2aOfw9HbIHngp4u3COaqHCDuLmHLhRMxbGv51RNo-qY=,,0,Skechers Women's Rolling Stones: Uno - Rolling Stones Single Sneaker | Size 5.5 | White/Red | Synthetic/Textile,0,95.0,b67323de-56ab-428a-8f04-1e099c19fb8a,true,https://www.skechers.com/rolling-stones-uno---rolling-stones-single/177965_WRD.html,17,1,
,,,female,,female-shoes,https://edge.curalate.com/v1/img/9cUOUZJ8U73tlv0FgCQ-tBFR6yv1CBai_L1v4lZUfRI=,,0,Skechers Women's Rolling Stones: BOBS D'Vine - Great Debut Sneaker | Size 5.0 | White/Red | Synthetic/Metal,0,60.0,e81d8214-1683-4e49-97bd-9ffe426c0c42,true,https://www.skechers.com/rolling-stones-bobs-dvine---great-debut/114449_WRD.html,17,1,
,,,female,,female-shoes,https://edge.curalate.com/v1/img/sFCAUlns3VO_qPJI_UNzKeErPMc5SIdyxMPq0UXPY-Y=,,0,Skechers Women's Rolling Stones: Uno - Rolling Stones Single Sneaker | Size 10.0 | White/Black | Synthetic/Textile,0,95.0,4f29c80a-e227-48b1-b67e-b16d87b64a24,true,https://www.skechers.com/rolling-stones-uno---rolling-stones-single/177965_WBK.html,17,1,
,,,female,,female-shoes,https://edge.curalate.com/v1/img/bIiE7N_S50ciCP1U3qZqHPhtLKWVMCoyLkE5yT5JXxk=,,0,Skechers Women's Rolling Stones: Funky Street - Sing It Loud Shoes | Size 6.0 | White/Red | Textile/Synthetic/Metal | Vegan,0,80.0,fe3b809e-2f97-4382-930c-01cf904ae597,true,https://www.skechers.com/rolling-stones-funky-street---sing-it-loud/177968_WRD.html,17,1,
